date,year,month,revenue_million,subscriptions_million,marketing_spend_million,ad_spend_million,avg_watch_time_hours,customer_satisfaction,competitor_price_index,gdp_growth,orders,average_order_value,content_genre,subscription_type,region,stock_price,stock_price_next_month,performance_up_next_month
2044-10-31,2044,10,9342.83,100.8,269.12,196.8,1.99,4.43,0.92,6.44,840000,11122.42,Reality,Standard,North America,745.14,746.28,1
2044-11-30,2044,11,9530.25,97.13,590.58,202.82,4.4,4.17,0.99,-0.46,809416,11774.23,Movies,Basic,Middle East & Africa,746.28,748.62,1
2044-12-31,2044,12,9189.27,100.52,329.14,161.69,2.12,4.67,1.22,4.87,837666,10970.09,Reality,Premium,Asia-Pacific,748.62,750.07,1
2045-01-31,2045,1,9597.25,100.19,356.47,214.61,3.72,3.83,1.24,1.66,834916,11494.87,Documentary,Standard,Europe,750.07,752.05,1
2045-02-28,2045,2,9905.27,101.45,356.38,165.04,3.14,3.75,1.09,2.44,845416,11716.44,Kids,Standard,Latin America,752.05,754.91,1
2045-03-31,2045,3,9416.82,100.6,330.65,107.85,4.15,4.11,1.07,5.55,838333,11232.79,Documentary,Standard,Middle East & Africa,754.91,756.65,1
2045-04-30,2045,4,9573.97,98.49,250.52,154.4,3.16,4.89,1.29,1.8,820750,11664.9,Series,Basic,North America,756.65,758.82,1
2045-05-31,2045,5,9664.5,102.9,505.27,101.28,3.1,4.57,0.98,2.8,857500,11270.55,Reality,Standard,Middle East & Africa,758.82,759.78,1
2045-06-30,2045,6,9341.1,100.26,588.4,295.67,2.09,4.13,0.99,-1.11,835500,11180.25,Reality,Standard,Middle East & Africa,759.78,760.77,1
2045-07-31,2045,7,9532.69,100.59,328.5,293.15,2.0,4.28,1.02,-1.48,838250,11372.13,Reality,Premium,North America,760.77,762.05,1
2045-08-31,2045,8,9473.25,98.85,482.07,179.03,4.25,3.63,0.97,0.46,823750,11500.15,Reality,Basic,North America,762.05,764.63,1
2045-09-30,2045,9,9502.78,99.9,509.66,245.67,2.48,4.98,1.05,3.94,832500,11414.75,Movies,Basic,Europe,764.63,765.89,1
2045-10-31,2045,10,9245.57,99.09,546.95,169.16,2.62,4.5,1.26,-0.53,825750,11196.57,Movies,Premium,Latin America,765.89,767.0,1
2045-11-30,2045,11,9488.83,100.58,397.92,234.22,3.78,3.93,1.15,-0.59,838166,11320.94,Kids,Basic,Europe,767.0,768.66,1
2045-12-31,2045,12,9634.88,104.42,356.03,261.09,2.52,4.38,1.06,1.79,870166,11072.46,Reality,Standard,Europe,768.66,770.63,1
2046-01-31,2046,1,9924.83,98.32,363.85,289.35,4.36,3.66,1.27,3.68,819333,12113.3,Series,Standard,North America,770.63,773.2,1
2046-02-28,2046,2,9781.27,97.91,499.42,180.04,3.71,4.95,0.92,4.2,815916,11988.08,Kids,Premium,North America,773.2,774.4,1
2046-03-31,2046,3,10143.45,104.15,535.87,256.66,3.29,3.76,0.98,-0.07,867916,11687.13,Reality,Basic,Latin America,774.4,775.55,1
2046-04-30,2046,4,9271.3,100.86,313.56,153.19,4.14,4.47,1.13,-0.86,840500,11030.7,Movies,Basic,Middle East & Africa,775.55,778.01,1
2046-05-31,2046,5,9767.2,100.01,379.83,298.07,1.65,3.87,1.15,6.02,833416,11719.48,Series,Basic,Europe,778.01,780.02,1
2046-06-30,2046,6,9564.51,103.5,565.68,105.15,2.27,4.58,0.92,0.59,862500,11089.29,Kids,Premium,Latin America,780.02,782.87,1
2046-07-31,2046,7,10170.45,100.28,532.34,220.71,2.9,4.67,1.06,5.33,835666,12170.47,Series,Standard,Europe,782.87,785.71,1
2046-08-31,2046,8,9275.03,105.21,594.7,231.9,2.18,4.51,1.16,5.41,876750,10578.88,Reality,Premium,Middle East & Africa,785.71,788.17,1
2046-09-30,2046,9,9269.6,102.98,513.99,237.61,3.73,4.42,1.18,4.68,858166,10801.64,Documentary,Standard,Europe,788.17,788.76,1
2046-10-31,2046,10,9345.71,100.72,387.62,124.08,4.26,4.84,1.16,-0.15,839333,11134.69,Series,Premium,Asia-Pacific,788.76,791.11,1
2046-11-30,2046,11,8892.36,106.08,456.72,287.71,2.77,3.62,1.03,5.07,884000,10059.23,Series,Standard,Latin America,791.11,793.62,1
2046-12-31,2046,12,9375.81,100.63,481.35,136.24,2.53,4.0,0.94,4.65,838583,11180.54,Movies,Basic,North America,793.62,796.24,1
2047-01-31,2047,1,9309.8,103.39,277.46,224.55,4.38,3.87,1.07,3.27,861583,10805.46,Reality,Basic,Europe,796.24,798.31,1
2047-02-28,2047,2,9586.66,102.58,440.57,144.54,2.83,4.98,0.95,1.2,854833,11214.66,Series,Basic,Latin America,798.31,800.28,1
2047-03-31,2047,3,9648.07,104.65,498.26,161.44,2.97,4.08,1.28,0.6,872083,11063.25,Reality,Premium,Latin America,800.28,801.75,1
2047-04-30,2047,4,10112.4,105.24,308.56,209.29,2.55,4.6,1.09,-0.52,877000,11530.67,Movies,Premium,Europe,801.75,803.85,1
2047-05-31,2047,5,9838.68,102.25,523.22,183.44,4.23,4.53,1.03,2.58,852083,11546.62,Reality,Premium,North America,803.85,806.18,1
2047-06-30,2047,6,9384.49,100.75,454.32,132.05,3.21,3.82,1.21,3.18,839583,11177.56,Movies,Basic,North America,806.18,807.8,1
2047-07-31,2047,7,9292.04,103.25,583.28,134.19,3.79,3.86,1.1,1.37,860416,10799.47,Movies,Standard,Europe,807.8,809.41,1
2047-08-31,2047,8,9713.14,101.04,264.85,183.63,3.94,3.92,1.02,2.3,842000,11535.8,Kids,Basic,Latin America,809.41,811.23,1
2047-09-30,2047,9,9173.5,106.49,342.86,251.46,2.53,4.12,1.22,1.41,887416,10337.32,Reality,Basic,North America,811.23,813.65,1
2047-10-31,2047,10,10123.01,102.81,460.54,279.59,2.8,3.85,1.25,3.63,856750,11815.59,Documentary,Standard,Europe,813.65,816.05,1
2047-11-30,2047,11,9931.41,101.88,353.8,116.83,4.05,3.53,1.17,5.71,849000,11697.77,Kids,Standard,Europe,816.05,817.79,1
2047-12-31,2047,12,9440.83,103.05,500.05,178.62,2.59,4.82,0.92,-0.19,858750,10993.69,Movies,Standard,Europe,817.79,819.42,1
2048-01-31,2048,1,9071.65,100.05,515.65,120.05,3.88,4.95,1.13,1.55,833750,10880.54,Documentary,Standard,Latin America,819.42,820.65,1
2048-02-29,2048,2,9995.75,100.87,285.88,103.32,4.32,4.01,1.21,-0.37,840583,11891.45,Series,Basic,North America,820.65,823.21,1
2048-03-31,2048,3,9559.23,105.29,429.85,232.34,3.37,4.01,0.95,3.5,877416,10894.75,Series,Premium,Latin America,823.21,825.52,1
2048-04-30,2048,4,9968.94,101.64,428.11,220.49,3.72,3.51,0.99,4.33,847000,11769.7,Kids,Basic,Asia-Pacific,825.52,828.12,1
2048-05-31,2048,5,9123.27,100.93,379.25,132.6,3.92,4.52,1.25,5.96,841083,10847.05,Documentary,Standard,North America,828.12,829.88,1
2048-06-30,2048,6,9425.79,104.17,576.52,146.76,4.04,4.74,0.91,0.73,868083,10858.17,Reality,Premium,Latin America,829.88,832.8,1
2048-07-31,2048,7,9611.18,105.54,539.63,104.74,2.69,3.72,1.2,6.1,879500,10928.0,Documentary,Premium,North America,832.8,833.69,1
2048-08-31,2048,8,9627.71,104.68,494.02,266.99,1.65,3.74,1.09,-0.99,872333,11036.74,Kids,Basic,Asia-Pacific,833.69,835.86,1
2048-09-30,2048,9,9482.6,105.3,500.01,294.94,2.71,4.69,1.08,3.32,877500,10806.38,Reality,Basic,Middle East & Africa,835.86,837.05,1
2048-10-31,2048,10,9808.48,101.86,411.6,127.09,3.52,4.42,0.9,-1.04,848833,11555.25,Reality,Basic,Europe,837.05,839.62,1
2048-11-30,2048,11,9305.34,100.6,572.35,146.3,2.85,3.57,1.23,5.65,838333,11099.81,Series,Premium,Latin America,839.62,841.49,1
2048-12-31,2048,12,9586.92,106.52,493.11,273.68,3.75,4.43,1.04,2.74,887666,10800.14,Documentary,Premium,Asia-Pacific,841.49,843.72,1
2049-01-31,2049,1,9669.72,102.94,505.14,285.29,2.57,3.96,1.12,3.85,857833,11272.26,Reality,Premium,Asia-Pacific,843.72,846.1,1
2049-02-28,2049,2,9791.97,103.16,551.59,183.93,3.4,4.05,1.17,5.15,859666,11390.44,Kids,Standard,North America,846.1,847.46,1
2049-03-31,2049,3,9855.13,106.39,345.93,110.12,2.06,4.65,1.18,-0.3,886583,11115.86,Series,Standard,North America,847.46,848.31,1
2049-04-30,2049,4,9308.25,104.91,532.47,107.88,3.75,4.72,1.28,-1.19,874250,10647.13,Reality,Basic,Europe,848.31,851.15,1
2049-05-31,2049,5,9189.42,104.78,318.33,214.79,3.14,4.1,1.11,5.53,873166,10524.25,Documentary,Premium,North America,851.15,853.16,1
2049-06-30,2049,6,10036.96,108.27,370.87,178.58,2.11,4.92,1.06,1.02,902250,11124.37,Series,Basic,Latin America,853.16,854.46,1
2049-07-31,2049,7,9757.35,102.72,367.46,105.73,2.38,4.11,1.28,-0.47,856000,11398.77,Documentary,Premium,Latin America,854.46,856.63,1
2049-08-31,2049,8,9437.12,105.93,592.48,216.65,3.75,4.66,1.16,2.25,882750,10690.59,Documentary,Basic,Latin America,856.63,858.58,1
2049-09-30,2049,9,10131.01,104.26,549.79,102.26,2.95,4.23,1.02,3.29,868833,11660.48,Documentary,Standard,Middle East & Africa,858.58,859.66,1
2049-10-31,2049,10,9704.37,104.76,495.41,257.47,2.15,4.85,0.95,-1.25,873000,11116.12,Series,Premium,Latin America,859.66,861.35,1
2049-11-30,2049,11,10027.46,107.35,504.47,161.29,4.4,4.86,1.24,0.7,894583,11209.09,Reality,Standard,North America,861.35,862.54,1
2049-12-31,2049,12,9697.93,105.38,446.73,108.05,3.65,3.63,1.04,-1.24,878166,11043.39,Movies,Premium,North America,862.54,864.31,1
2050-01-31,2050,1,10299.91,105.51,581.48,217.67,4.37,4.9,1.16,1.86,879250,11714.43,Reality,Basic,Latin America,864.31,867.8,1
2050-02-28,2050,2,10212.29,106.64,423.69,179.54,2.78,4.74,1.09,5.66,888666,11491.71,Series,Premium,Asia-Pacific,867.8,871.21,1
2050-03-31,2050,3,9615.0,103.84,383.18,294.76,2.93,4.69,0.98,6.36,865333,11111.33,Movies,Standard,Asia-Pacific,871.21,872.92,1
2050-04-30,2050,4,9985.16,102.96,307.06,208.84,4.19,3.8,1.14,3.6,858000,11637.72,Movies,Premium,Asia-Pacific,872.92,874.6,1
2050-05-31,2050,5,9891.31,102.62,525.17,155.05,3.08,4.71,0.92,-0.21,855166,11566.54,Movies,Basic,Europe,874.6,877.41,1
2050-06-30,2050,6,10112.29,100.85,507.06,241.89,3.62,4.78,1.07,5.75,840416,12032.48,Kids,Premium,Middle East & Africa,877.41,880.06,1
2050-07-31,2050,7,9416.23,108.96,384.52,154.3,2.26,3.93,1.12,2.63,908000,10370.3,Series,Standard,Latin America,880.06,880.99,1
2050-08-31,2050,8,9915.53,102.71,258.82,280.85,2.84,4.93,1.07,-0.27,855916,11584.7,Kids,Basic,Europe,880.99,884.39,1
2050-09-30,2050,9,10031.24,104.55,543.65,174.94,1.87,3.57,1.2,5.87,871250,11513.62,Movies,Standard,Asia-Pacific,884.39,886.49,1
2050-10-31,2050,10,9190.1,104.51,254.0,209.97,2.12,3.72,1.23,4.56,870916,10552.22,Kids,Premium,Latin America,886.49,889.11,1
2050-11-30,2050,11,9366.74,105.74,496.29,110.11,1.5,4.31,1.21,4.35,881166,10629.94,Kids,Standard,Europe,889.11,891.7,1
2050-12-31,2050,12,9113.96,106.83,589.59,185.22,1.62,4.36,0.92,4.17,890250,10237.53,Series,Premium,North America,891.7,893.31,1
2051-01-31,2051,1,9648.91,106.99,403.18,266.47,4.43,4.47,0.98,0.1,891583,10822.22,Documentary,Basic,Asia-Pacific,893.31,894.2,1
2051-02-28,2051,2,9949.0,104.17,332.24,261.13,2.23,3.53,1.11,0.19,868083,11460.89,Kids,Standard,Europe,894.2,897.02,1
2051-03-31,2051,3,10188.44,105.08,496.7,144.86,3.49,4.94,1.27,4.01,875666,11635.08,Kids,Standard,North America,897.02,898.34,1
2051-04-30,2051,4,9763.97,106.05,535.99,145.22,4.02,3.57,1.23,0.26,883750,11048.34,Movies,Premium,Asia-Pacific,898.34,900.09,1
2051-05-31,2051,5,10234.33,105.05,441.25,263.46,3.15,3.71,1.24,2.01,875416,11690.82,Movies,Standard,Middle East & Africa,900.09,903.58,1
2051-06-30,2051,6,9335.72,108.84,588.46,286.08,1.96,3.52,1.02,4.76,907000,10292.97,Movies,Standard,Asia-Pacific,903.58,906.66,1
2051-07-31,2051,7,9242.74,106.67,268.08,119.07,3.68,4.35,1.07,4.77,888916,10397.77,Reality,Basic,Middle East & Africa,906.66,908.68,1
2051-08-31,2051,8,9741.09,107.23,426.68,190.01,3.3,4.9,1.09,2.13,893583,10901.16,Kids,Premium,Middle East & Africa,908.68,911.49,1
2051-09-30,2051,9,9876.98,107.16,501.46,167.49,3.69,4.5,0.96,4.84,893000,11060.45,Movies,Premium,Middle East & Africa,911.49,914.75,1
2051-10-31,2051,10,9755.96,108.25,551.92,274.14,3.81,4.73,0.91,5.21,902083,10814.93,Series,Basic,Latin America,914.75,917.17,1
2051-11-30,2051,11,9149.54,106.33,312.74,116.7,4.43,3.52,1.28,3.74,886083,10325.83,Reality,Basic,Latin America,917.17,919.31,1
2051-12-31,2051,12,9747.04,103.45,530.0,142.23,3.22,4.31,1.0,0.33,862083,11306.38,Documentary,Premium,Middle East & Africa,919.31,920.63,1
2052-01-31,2052,1,9386.44,106.91,443.45,250.49,2.52,4.19,1.0,0.69,890916,10535.72,Kids,Basic,North America,920.63,922.8,1
2052-02-29,2052,2,9982.68,104.88,388.79,110.26,3.45,4.25,0.93,1.02,874000,11421.83,Kids,Basic,Middle East & Africa,922.8,924.19,1
2052-03-31,2052,3,9895.77,105.19,296.1,198.51,1.71,3.61,1.27,-0.57,876583,11289.03,Series,Basic,Europe,924.19,925.72,1
2052-04-30,2052,4,9507.83,107.49,552.85,188.42,4.19,4.53,1.13,0.69,895750,10614.38,Documentary,Premium,Middle East & Africa,925.72,927.27,1
2052-05-31,2052,5,9639.63,108.87,305.05,166.88,1.86,4.25,1.17,0.18,907250,10625.11,Documentary,Basic,Latin America,927.27,928.75,1
2052-06-30,2052,6,9480.03,106.5,358.43,178.91,2.48,4.65,1.26,2.14,887500,10681.72,Reality,Standard,Latin America,928.75,931.69,1
2052-07-31,2052,7,9783.0,107.15,351.52,205.99,3.95,4.23,1.04,5.77,892916,10956.24,Kids,Standard,Europe,931.69,933.27,1
2052-08-31,2052,8,10092.35,110.01,554.99,132.27,3.29,3.72,1.15,-0.66,916750,11008.84,Movies,Premium,Europe,933.27,936.59,1
2052-09-30,2052,9,9514.09,107.15,485.45,214.4,2.68,4.47,0.92,4.26,892916,10655.08,Series,Basic,Asia-Pacific,936.59,940.0,1
2052-10-31,2052,10,9965.03,111.95,528.84,261.09,2.92,3.76,0.97,4.0,932916,10681.59,Series,Standard,North America,940.0,941.05,1
2052-11-30,2052,11,9658.74,107.94,337.66,252.03,4.06,4.81,1.23,-0.73,899500,10737.9,Series,Premium,North America,941.05,944.28,1
2052-12-31,2052,12,9583.96,103.36,468.71,130.78,2.52,4.42,1.21,5.88,861333,11126.89,Series,Standard,North America,944.28,946.14,1
2053-01-31,2053,1,9793.72,108.46,450.11,129.85,4.11,3.74,1.04,3.05,903833,10835.76,Movies,Basic,Latin America,946.14,948.07,1
2053-02-28,2053,2,9519.26,107.78,541.49,153.63,1.76,4.94,1.05,1.41,898166,10598.55,Movies,Premium,North America,948.07,950.83,1
2053-03-31,2053,3,9667.74,109.67,567.13,172.21,3.83,4.28,1.11,4.55,913916,10578.37,Reality,Standard,Asia-Pacific,950.83,952.82,1
2053-04-30,2053,4,9478.47,108.51,254.25,181.69,4.04,3.61,0.9,0.56,904250,10482.13,Kids,Premium,Asia-Pacific,952.82,955.61,1
2053-05-31,2053,5,10431.26,106.96,485.91,235.94,2.05,4.44,1.0,4.05,891333,11702.99,Movies,Standard,North America,955.61,957.02,1
2053-06-30,2053,6,9856.42,104.85,268.14,111.34,2.79,3.88,0.98,-1.18,873750,11280.6,Reality,Standard,Europe,957.02,960.03,1
2053-07-31,2053,7,9639.93,106.95,442.1,106.93,2.0,4.71,1.0,5.22,891250,10816.19,Documentary,Basic,Asia-Pacific,960.03,962.32,1
2053-08-31,2053,8,9918.05,105.74,350.67,178.38,3.62,4.73,1.22,2.09,881166,11255.6,Kids,Basic,Europe,962.32,965.15,1
2053-09-30,2053,9,9824.16,106.35,357.37,239.43,3.11,4.97,1.01,3.59,886250,11085.09,Movies,Standard,Latin America,965.15,966.94,1
2053-10-31,2053,10,9795.57,108.76,373.54,138.69,3.41,4.25,0.98,0.27,906333,10807.91,Documentary,Premium,Asia-Pacific,966.94,969.97,1
2053-11-30,2053,11,10050.12,110.99,467.45,228.3,2.09,4.18,1.1,3.92,924916,10865.98,Reality,Premium,Europe,969.97,973.36,1
2053-12-31,2053,12,10097.12,108.51,366.92,151.97,2.14,4.63,1.25,4.68,904250,11166.29,Movies,Basic,North America,973.36,975.24,1
2054-01-31,2054,1,9714.72,105.4,506.44,277.22,1.62,3.7,1.0,2.29,878333,11060.41,Movies,Standard,Latin America,975.24,978.43,1
2054-02-28,2054,2,9705.13,108.75,391.58,279.14,2.47,4.32,0.93,3.44,906250,10709.11,Documentary,Basic,Middle East & Africa,978.43,980.63,1
2054-03-31,2054,3,9799.37,110.33,273.92,159.46,3.18,4.32,1.04,2.15,919416,10658.25,Movies,Standard,Middle East & Africa,980.63,983.84,1
2054-04-30,2054,4,9195.31,106.78,524.32,146.0,4.07,3.63,1.2,5.65,889833,10333.75,Series,Standard,North America,983.84,985.87,1
2054-05-31,2054,5,9435.33,107.81,350.02,182.26,3.5,4.13,1.12,2.48,898416,10502.18,Movies,Basic,Latin America,985.87,989.04,1
2054-06-30,2054,6,10303.96,108.17,401.47,148.11,2.81,4.78,1.23,5.23,901416,11430.86,Kids,Premium,Latin America,989.04,991.81,1
2054-07-31,2054,7,10391.39,106.64,489.91,234.48,4.36,4.78,1.28,4.91,888666,11693.25,Documentary,Basic,Latin America,991.81,993.23,1
2054-08-31,2054,8,9827.19,109.58,366.36,265.21,3.66,3.65,1.22,1.78,913166,10761.67,Kids,Standard,Latin America,993.23,995.44,1
2054-09-30,2054,9,10078.87,108.11,269.8,234.62,4.29,3.64,1.14,0.34,900916,11187.36,Reality,Basic,Middle East & Africa,995.44,997.26,1
2054-10-31,2054,10,10003.28,109.26,380.87,264.87,3.08,3.89,1.1,1.75,910500,10986.58,Kids,Premium,Europe,997.26,1000.07,1
2054-11-30,2054,11,10837.58,106.72,580.56,179.4,2.28,4.81,0.92,5.11,889333,12186.19,Series,Premium,Latin America,1000.07,1001.38,1
2054-12-31,2054,12,10253.79,107.69,474.61,131.26,1.66,3.69,1.29,0.32,897416,11425.91,Series,Standard,Europe,1001.38,1004.64,1
2055-01-31,2055,1,9883.55,110.08,485.02,247.59,3.68,4.58,1.05,2.7,917333,10774.22,Kids,Basic,Latin America,1004.64,1007.21,1
2055-02-28,2055,2,9639.26,107.96,471.3,172.09,1.86,3.65,0.96,4.95,899666,10714.27,Reality,Premium,Asia-Pacific,1007.21,1009.36,1
2055-03-31,2055,3,9448.0,112.23,319.65,234.25,2.41,4.43,1.17,1.33,935250,10102.11,Movies,Basic,Asia-Pacific,1009.36,1011.67,1
2055-04-30,2055,4,9994.97,108.04,396.42,154.13,3.1,4.03,1.01,3.64,900333,11101.41,Series,Premium,Asia-Pacific,1011.67,1013.25,1
2055-05-31,2055,5,9711.03,109.36,512.83,116.25,3.19,4.68,1.13,0.47,911333,10655.85,Kids,Standard,Latin America,1013.25,1014.26,1
2055-06-30,2055,6,9515.27,110.85,285.48,298.52,3.3,3.85,1.13,-0.63,923750,10300.7,Kids,Standard,Europe,1014.26,1017.18,1
2055-07-31,2055,7,9751.97,106.22,347.25,131.24,2.0,4.46,1.08,4.86,885166,11017.11,Kids,Basic,Middle East & Africa,1017.18,1018.26,1
2055-08-31,2055,8,9625.49,105.6,346.71,297.68,2.64,3.85,1.23,-0.71,880000,10938.06,Movies,Standard,North America,1018.26,1019.78,1
2055-09-30,2055,9,10460.1,106.14,401.21,295.46,3.35,4.57,1.01,0.67,884500,11826.0,Documentary,Premium,Middle East & Africa,1019.78,1023.31,1
2055-10-31,2055,10,10222.45,111.79,593.13,258.76,4.41,4.81,1.08,5.34,931583,10973.2,Reality,Standard,Latin America,1023.31,1025.49,1
2055-11-30,2055,11,9959.57,108.23,273.63,231.88,3.68,3.69,1.12,1.27,901916,11042.68,Documentary,Premium,Asia-Pacific,1025.49,1029.19,1
2055-12-31,2055,12,10409.95,114.52,431.55,215.56,4.27,4.8,1.17,6.28,954333,10908.09,Reality,Premium,Asia-Pacific,1029.19,1032.68,1
2056-01-31,2056,1,9993.18,108.35,312.78,273.22,3.79,4.39,1.21,6.34,902916,11067.67,Reality,Standard,Europe,1032.68,1034.46,1
2056-02-29,2056,2,9715.59,109.91,589.74,157.89,3.28,3.69,1.06,0.65,915916,10607.51,Kids,Premium,Latin America,1034.46,1036.11,1
2056-03-31,2056,3,10434.92,112.7,289.66,193.54,2.08,4.14,1.16,-1.17,939166,11110.84,Series,Premium,Middle East & Africa,1036.11,1039.07,1
2056-04-30,2056,4,10143.65,113.7,391.26,223.88,3.5,3.74,0.96,4.14,947500,10705.7,Kids,Basic,Latin America,1039.07,1040.94,1
2056-05-31,2056,5,9674.81,113.88,508.26,182.24,3.37,4.55,1.27,2.11,949000,10194.74,Movies,Basic,Latin America,1040.94,1042.8,1
2056-06-30,2056,6,9932.89,112.24,496.59,185.5,3.31,4.64,1.05,-0.69,935333,10619.63,Reality,Basic,Asia-Pacific,1042.8,1045.57,1
2056-07-31,2056,7,9731.31,111.94,397.96,166.06,2.97,3.66,1.19,4.16,932833,10432.0,Series,Standard,Middle East & Africa,1045.57,1047.21,1
2056-08-31,2056,8,9583.16,111.15,371.28,212.85,3.09,4.26,0.91,-1.25,926250,10346.19,Reality,Basic,North America,1047.21,1050.7,1
2056-09-30,2056,9,10279.86,111.59,389.16,270.11,2.5,4.72,0.98,5.46,929916,11054.61,Reality,Premium,Asia-Pacific,1050.7,1052.89,1
2056-10-31,2056,10,10578.83,109.0,342.5,140.31,3.06,4.9,1.09,-0.39,908333,11646.42,Kids,Standard,Middle East & Africa,1052.89,1054.18,1
2056-11-30,2056,11,9590.44,108.54,321.87,286.89,2.09,4.27,1.25,-0.48,904500,10603.03,Series,Standard,Europe,1054.18,1055.72,1
2056-12-31,2056,12,10182.9,110.24,419.06,237.82,3.92,4.93,1.11,-0.09,918666,11084.44,Series,Standard,Asia-Pacific,1055.72,1058.74,1
2057-01-31,2057,1,9822.83,109.97,343.99,264.65,2.06,4.3,1.27,6.18,916416,10718.75,Reality,Standard,Europe,1058.74,1061.42,1
2057-02-28,2057,2,9875.88,109.48,350.61,211.24,1.75,4.09,1.09,4.05,912333,10824.86,Series,Premium,Asia-Pacific,1061.42,1064.83,1
2057-03-31,2057,3,9848.31,111.85,479.86,255.9,2.81,4.77,1.1,4.91,932083,10565.92,Series,Premium,Latin America,1064.83,1067.32,1
2057-04-30,2057,4,9770.83,112.44,588.99,103.24,3.47,4.24,0.95,1.68,937000,10427.78,Kids,Basic,Middle East & Africa,1067.32,1068.92,1
2057-05-31,2057,5,10048.59,110.77,461.27,263.68,2.81,4.21,1.22,1.19,923083,10885.9,Documentary,Standard,Europe,1068.92,1071.31,1
2057-06-30,2057,6,9788.75,113.62,276.94,108.03,2.33,4.24,1.0,0.38,946833,10338.41,Movies,Basic,Asia-Pacific,1071.31,1073.66,1
2057-07-31,2057,7,10123.18,108.45,276.45,277.98,3.17,4.77,1.26,2.35,903750,11201.31,Documentary,Premium,Europe,1073.66,1076.07,1
2057-08-31,2057,8,10030.97,110.42,583.0,298.39,2.54,4.75,1.26,2.91,920166,10901.26,Series,Standard,Asia-Pacific,1076.07,1078.78,1
2057-09-30,2057,9,9978.37,109.44,354.05,158.81,4.3,4.11,1.28,3.55,912000,10941.2,Reality,Premium,Asia-Pacific,1078.78,1080.83,1
2057-10-31,2057,10,9781.78,107.21,282.22,142.06,4.27,4.0,1.11,0.56,893416,10948.74,Movies,Basic,North America,1080.83,1083.94,1
2057-11-30,2057,11,9885.03,110.85,459.67,253.07,3.01,4.24,1.17,6.09,923750,10700.98,Movies,Premium,North America,1083.94,1085.38,1
2057-12-31,2057,12,10288.68,110.84,468.28,150.61,2.48,4.36,1.21,-0.14,923666,11138.96,Reality,Standard,North America,1085.38,1088.99,1
2058-01-31,2058,1,10216.34,114.18,476.98,273.11,3.71,3.86,0.95,6.23,951500,10737.09,Movies,Standard,Europe,1088.99,1090.71,1
2058-02-28,2058,2,9776.8,112.49,343.59,120.57,1.61,4.69,1.14,-1.38,937416,10429.52,Reality,Basic,Latin America,1090.71,1093.2,1
2058-03-31,2058,3,10103.87,109.25,255.29,125.19,2.92,4.23,0.91,2.35,910416,11098.08,Movies,Standard,Asia-Pacific,1093.2,1095.17,1
2058-04-30,2058,4,10303.49,115.07,587.76,295.83,2.51,4.0,1.1,1.17,958916,10744.93,Documentary,Premium,Middle East & Africa,1095.17,1097.72,1
2058-05-31,2058,5,9581.26,113.88,337.81,234.77,4.26,3.66,0.96,2.09,949000,10096.16,Movies,Premium,North America,1097.72,1099.85,1
2058-06-30,2058,6,10249.09,112.67,486.61,269.38,1.54,3.86,0.97,3.07,938916,10915.88,Kids,Premium,Europe,1099.85,1102.19,1
2058-07-31,2058,7,9891.3,111.12,497.32,164.87,3.16,4.92,1.05,1.98,926000,10681.75,Reality,Premium,Europe,1102.19,1104.65,1
2058-08-31,2058,8,10265.27,109.73,463.5,235.3,3.72,3.96,1.07,1.82,914416,11226.04,Movies,Basic,Europe,1104.65,1107.69,1
2058-09-30,2058,9,9869.12,110.97,359.52,218.85,2.96,3.75,1.15,4.36,924750,10672.2,Reality,Premium,Middle East & Africa,1107.69,1109.63,1
2058-10-31,2058,10,9560.64,113.96,344.88,220.63,1.76,4.19,0.93,3.99,949666,10067.37,Kids,Basic,Middle East & Africa,1109.63,1112.83,1
2058-11-30,2058,11,9617.84,115.63,459.18,236.51,4.42,3.96,1.1,5.17,963583,9981.33,Movies,Premium,North America,1112.83,1115.19,1
2058-12-31,2058,12,10124.54,115.01,553.13,215.07,3.05,3.55,0.97,0.5,958416,10563.83,Movies,Basic,Middle East & Africa,1115.19,1117.45,1
2059-01-31,2059,1,10192.03,111.02,581.36,185.81,3.34,3.98,1.13,3.38,925166,11016.43,Kids,Premium,North America,1117.45,1119.84,1
2059-02-28,2059,2,9846.82,109.83,287.07,155.18,2.21,4.32,1.15,3.18,915250,10758.61,Kids,Premium,Middle East & Africa,1119.84,1122.44,1
2059-03-31,2059,3,10313.7,112.42,304.19,253.72,2.95,4.33,1.12,1.46,936833,11009.11,Kids,Basic,Middle East & Africa,1122.44,1124.44,1
2059-04-30,2059,4,9627.67,108.67,580.66,145.25,2.79,4.03,1.2,2.39,905583,10631.46,Reality,Standard,Middle East & Africa,1124.44,1127.14,1
2059-05-31,2059,5,10110.31,112.92,507.79,238.47,1.72,4.17,1.03,1.01,941000,10744.22,Kids,Standard,North America,1127.14,1128.65,1
2059-06-30,2059,6,9770.83,112.05,559.05,146.67,1.82,4.95,1.21,-0.37,933750,10464.07,Reality,Standard,Asia-Pacific,1128.65,1130.95,1
2059-07-31,2059,7,9942.59,111.49,320.92,225.07,4.01,4.07,1.07,0.21,929083,10701.51,Documentary,Basic,North America,1130.95,1132.48,1
